Title,Parent Organization,Contact Name,Contact Title,Phone Number,Phone Ext.,Website URL,Center Email Address,Country,Postal Code,County,Facebook Page URL,Twitter URL,Blog URL,About Our Center,Organization Type,Languages,Languages (Other),Number of Computers,Windows/Mac OS,Assistive Technology,Assistive Technology (Other),Wi-Fi Available?,Other Technology,Target Audience,Target Audience (Other),Open to Public?,Location
Southwest Branch,Seattle Public Library,Jane Appling,Regional Manager,206-684-7455,,http://www.spl.org/locations/southwest-branch/swt-computers-and-equipment,none@spl.org ,United States,98126,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Spanish",Language Line Services are available,29,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"9010 35th Ave. S.W.
Seattle, Washington
(47.52264981613589, -122.37662569854844)"
University Branch,Seattle Public Library,Francesca Wainwright,Regional Manager,206-684-4063,,http://www.spl.org/locations/university-branch/uni-computers-and-equipment,none@spl.org ,United States,98105,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,20,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"5009 Roosevelt Way N.E.
Seattle, Washington
(47.66545163944246, -122.31751948153311)"
Wallingford Branch,Seattle Public Library,Karen Spiel,Regional Manager,206-684-4088,,http://www.spl.org/locations/wallingford-branch/wal-computers-and-equipment,none@spl.org ,United States,98103,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,7,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1501 N. 45th St.
Seattle, Washington
(47.66135413141086, -122.33892798241499)"
West Seattle Branch,Seattle Public Library,Jane Appling,Regional Manager,206-684-7444,,http://www.spl.org/locations/west-seattle-branch/wst-computers-and-equipment,none@spl.org ,United States,98116,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,16,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2306 42nd Ave. S.W.
Seattle, Washington
(47.58286130469355, -122.38507219573836)"
Downtown Spokane Library,Spokane Public Library,Dennis Fredrickson,Public Services Manager,509-444-5334,,http://www.spokanelibrary.org,dfredrickson@spokanelibrary.org ,United States,99201-0976,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,English,,58,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"906 W Main Ave
Spokane, Washington
(47.65903388057529, -117.42530221092858)"
Spokane South Hill Library,Spokane Public Library,Louise Sullivan,Branch Manager,509-444-5386,,http://www.spokanelibrary.org,lsullivan@spokanelibrary.org ,United States,99202-4150,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,English,,31,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"524 S Stone St
Spokane, Washington
(47.65144432530785, -117.37674591665773)"
Shadle Library,Spokane Public Library,Patricia Bonner,Branch Manager,509-444-5391,,http://www.spokanelibrary.org,pbonner@spokanelibrary.org ,United States,99207-5879,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,English,,33,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4005 N Cook St
Spokane, Washington
(47.69365196944392, -117.37360069920429)"
East Side Library,Spokane Public Library,Dennis Bergstrom,Branch Manager,509-444-5376,,http://www.spokanelibrary.org,dbergstrom@spokanelibrary.org ,United States,99208-9155,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,English,,12,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4904 W Barnes Rd
Spokane, Washington
(47.74089017168217, -117.48248110555147)"
Hillyard Library,Spokane Public Library,Dennis Bergstrom,Branch Manager,509-444-5381,,http://www.spokanelibrary.org,dbergstrom@spokanelibrary.org ,United States,99205-5012,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,"English, Russian, Vietnamese",,14,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2111 W Wellesley Ave
Spokane, Washington
(47.700689613513646, -117.44198815473693)"
Indian Trail Library,Spokane Public Library,Dennis Bergstrom,Branch Manager,509-444-5396,,http://www.spokanelibrary.org,dbergstrom@spokanelibrary.org ,United States,99203-4058,Spokane,http://www.facebook.com/spokanelibrary,,,"Spokane Public Library strengthens our community by promoting literacy and providing access to words, images and information through respectful, professional service.",Library,English,,14,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"3324 S Perry St
Spokane, Washington
(47.6240682400761, -117.39013871958292)"
Davenport City Library,,Kathryn Pike,Library Director,509-725-4355,,http://www.davenportwa.us/index.asp?Type=B_BASIC&SEC={EA1BEF96-CBC1-4BD4-AE0A-C1...,adding@soon.net,United States,99122,Lincoln,,,,"The Davenport City Library provides information and resources to the citizens of Davenport, Washington.",Library,English,,1,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"505 7th St
Davenport, Washington
(47.6539963006837, -118.15095571568324)"
Kelso Public Library,,Cindy Donaldson,Library Manager,360-423-8110,,http://library.kelso.gov,kelsopublib@kelso.gov ,United States,98626,Cowlitz,,,,"Open in the Three Rivers Mall, the Kelso Public Library serves the citizens of Kelso, WA with information and resources.",Library,English,,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"351 Three Rivers Dr, Suite 1263
Kelso, Washington
(46.140114945968776, -122.90156183038562)"
Aberdeen Timberland Library,Timberland Regional Library,Christine Peck,Library Manager,360-533-2360,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98520-5292,Grays Harbor,http://www.facebook.com/pages/Aberdeen-Timberland-Library/366944956395,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,14,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"121 E Market St
Aberdeen, Washington
(46.97558511118848, -123.81770118163354)"
Amanda Park Timberland Library,Timberland Regional Library,Brooke Pederson,Library Manager,360-288-2725,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98526-0089,Grays Harbor,http://www.facebook.com/pages/Amanda-Park-Timberland-Library/380245718048,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,3,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"6188 US Hwy 101
Amanda Park, Washington
(47.4580452637058, -123.90471295999066)"
Centralia Timberland Library,Timberland Regional Library,Selina Gomez-Beloz,Library Manager,360-736-0183,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98531-4218,Lewis,http://www.facebook.com/pages/Centralia-Timberland-Library/359934763414,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,16,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"110 S Silver St
Centralia, Washington
(46.71628359048037, -122.95700503349195)"
Chehalis Timberland Library,Timberland Regional Library,Corine Aiken,Library Manager,360-748-3301,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98532-0419,Lewis,http://www.facebook.com/pages/Chehalis-Timberland-Library/371506883257,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,10,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"76 NE Park St
Chehalis, Washington
(46.664257811085406, -122.9678868300465)"
Elma Timberland Library,Timberland Regional Library,David Seckman,Library Manager,360-482-3737,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98541-0547,Grays Harbor,http://www.facebook.com/pages/Elma-Timberland-Library/10150133253645360,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,7,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"118 N 1st St
Elma, Washington
(47.00469459118595, -123.40141802654568)"
Hoodsport Timberland Library,Timberland Regional Library,Nancy Triplett,Library Manager,360-877-9339,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98548-0847,Mason,http://www.facebook.com/pages/Hoodsport-Timberland-Library/411551963168,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"40 N Schoolhouse Hill Rd
Hoodsport, Washington
(47.40511030560242, -123.1418516833943)"
Hoquiam Timberland Library,Hoquiam,Mary Thornton,Library Manager,360-532-1710,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98550-3616,Grays Harbor,http://www.facebook.com/pages/Hoquiam-Timberland-Library/113903318626440,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,7,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"420 7th St
Hoquiam, Washington
(46.97706899253677, -123.88663421517941)"
Ilwaco Timberland Library,Timberland Regional Library,Kristine Pointer,Library Manager,360-642-3908,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98624-0520,Pacific,http://www.facebook.com/pages/Ilwaco-Timberland-Library/109923395694535,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,6,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"158 1st Ave N
Ilwaco, Washington
(46.31102511817879, -124.04330038706085)"
Lacey Timberland Library,Timberland Regional Library,Mike Wessells,Library Manager,360-491-3860,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98503-1240,Thurston,http://www.facebook.com/LaceyTimberlandLibrary,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,26,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"500 College St SE
Lacey, Washington
(47.043888619313805, -122.8232039019727)"
McCleary Timberland Library,Timberland Regional Library,Karen Kienenberger,Library Manager,360-495-3368,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98557-0660,Grays Harbor,http://www.facebook.com/pages/McCleary-Timberland-Library/371401685414,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"121 South 4th Street
McCleary, Washington
(47.054815381969775, -123.26655167597704)"
Montesano Timberland Library,Timberland Regional Library,Valerie Jester,Library Manager,360-249-4211,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98563-3794,Grays Harbor,http://www.facebook.com/pages/Montesano-Timberland-Library/376048521439,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"121 South 4th Street
Montesano, Washington
(46.98090765870473, -123.60542462782465)"
Mountain View Timberland Library,Timberland Regional Library,Nancy Sawyer,Library Manager,360-497-2665,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98377-0340,Lewis,http://www.facebook.com/pages/Mountain-View-Timberland-Library/376958616300,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,3,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"210 Silverbrook Road
Randle, Washington
(46.53576310382084, -121.9594284731817)"
Naselle Timberland Library,Timberland Regional Library,Michelle Zilli,Library Manager,360-484-3877,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98638-0190,Pacific,http://www.facebook.com/pages/Naselle-Timberland-Library/368439703786,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,2,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4 Parpala Road
Naselle, Washington
(46.365808802441904, -123.81216135793306)"
North Mason Timberland Library,Timberland Regional Library,Victoria Rexford,Library Manager,360-275-3232,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98528-1179,Mason,http://www.facebook.com/pages/North-Mason-Timberland-Library/371413673268,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,8,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"23081 NE State Route 3
Belfair, Washington
(47.441721705415205, -122.83336624090379)"
Oakville Timberland Library,Timberland Regional Library,Deborah Baker-Receniello,Library Manager,360-273-5305,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98568-0079,Grays Harbor,http://www.facebook.com/pages/Oakville-Timberland-Library/10150146822460521,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"204 Main Street
Oakville, Washington
(46.8399023161485, -123.23280815642765)"
Ocean Park Timberland Library,Timberland Regional Library,Iver Matheson,Library Manager,360-665-4184,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98640-0310,Pacific,http://www.facebook.com/pages/Ocean-Park-Timberland-Library/373722188438,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1308 256th Place
Ocean Park, Washington
(46.48782384338596, -124.0516520733996)"
Olympia Timberland Library,Timberland Regional Library,Cheryl Heywood,Library Manager,360-352-0595,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98501-1307,Thurston,http://www.facebook.com/pages/Olympia-Timberland-Library/354314641777,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,21,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"313 8th Ave SE
Olympia, Washington
(47.041712260002896, -122.89805447447134)"
Packwood Timberland Library,Timberland Regional Library,Elizabeth Squires,Library Manager,360-494-5111,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98361-0589,Lewis,http://www.facebook.com/pages/Packwood-Timberland-Library/369230404063,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"109 W. Main Street
Packwood, Washington
(46.6101900000686, -121.66938999984848)"
Raymond Timberland Library,Timberland Regional Library,Emily Popovich,Library Manager,360-942-2408,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98577-1829,Pacific,http://www.facebook.com/pages/Raymond-Timberland-Library/387945856816,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,7,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"507 Duryea St
Raymond, Washington
(46.68664279985347, -123.7308279656909)"
Salkum Timberland Library,Timberland Regional Library,Cherie Rusk,Library Manager,360-985-2148,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98582-0120,Lewis,http://www.facebook.com/pages/Salkum-Timberland-Library/396129397494,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Faith-based,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2480 U.S. Highway 12
Salkum, Washington
(46.53176069650863, -122.62985865889351)"
Shelton Timberland Library,Timberland Regional Library,Patty Ayala Ross,Library Manager,360-426-1362,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98584-2571,Mason,http://www.facebook.com/pages/Shelton-Timberland-Library/396686680836,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,15,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"710 W Alder St
Shelton, Washington
(47.21667536080321, -123.1072727513677)"
South Bend Timberland Library,Timberland Regional Library,Joann Rucker,Library Manager,360-875-5532,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98586-0368,Pacific,http://www.facebook.com/pages/South-Bend-Timberland-Library/374428413278,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1st &amp; Pacific
South Bend, Washington
(46.66870000030491, -123.78696999966559)"
Tenino Timberland Library,Timberland Regional Library,Jenny Grenfell,Library Manager,360-264-2369,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98589-4017,Thurston,http://www.facebook.com/pages/Tenino-Timberland-Library/391472926848,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,6,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"172 Central Avenue W
Tenino, Washington
(46.85673970501648, -122.85172140352182)"
Tumwater Timberland Library,Timberland Regional Library,Gail Park,Library Manager,360-943-7790,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98501-6563,Thurston,http://www.facebook.com/pages/Tumwater-Timberland-Library/377058855853,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,17,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"7023 New Market St SW
Tumwater, Washington
(46.9852058514581, -122.91288742639495)"
Westport Timberland Library,Timberland Regional Library,Kathleen Ringenberg,Library Manager,360-268-0521,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98595-1410,Grays Harbor,http://www.facebook.com/pages/Westport-Timberland-Library/412200431419,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,4,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"101 E. Harms Drive
Westport, Washington
(46.890780000097095, -124.10423999957618)"
Winlock Timberland Library,Timberland Regional Library,Jamie Allwine,Library Manager,360-785-3461,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98596-0248,Lewis,http://www.facebook.com/pages/Winlock-Timberland-Library/379619527137,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,6,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"322 NE First Street
Winlock, Washington
(46.49231643230354, -122.93667136240953)"
Yelm Timberland Library,Timberland Regional Library,Nicole Thode,Library Manager,360-458-3374,,http://www.trl.org/Locations/Pages/Locations.aspx,,United States,98597-7699,Thurston,http://www.facebook.com/pages/Yelm-Timberland-Library/371902473039,,,"Timberland Regional Library (TRL) provides library services to the residents of five counties in Southwest Washington State: Grays Harbor, Lewis, Mason, Pacific and Thurston Counties. TRL is an Intercounty Rural Library District and is funded by property taxes and revenue from timber sales in the 5-county area.",Library,English,,10,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"210 Prarie Park St SE
Yelm, Washington
(46.93929879897329, -122.59922359970997)"
Algona-Pacific Library,King County Library System,Branch Manager,,253-833-3554,,http://www.kcls.org/algonapacific/,,United States,98047-1526,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,28,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"255 Ellingson Dr
Pacific, Washington
(47.27153620083946, -122.23384309210934)"
Auburn Library,King County Library System,Branch Manager,,253-931-3018,,http://www.kcls.org/auburn/,,United States,98002,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,47,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1140 Auburn Way South
Auburn, Washington
(47.29774024852429, -122.21826594574378)"
Bellevue Library,King County Library System,Branch Manager,,425-450-1765,,http://www.kcls.org/bellevue/,,United States,98004-4515,King,http://www.facebook.com/pages/Bellevue-Library/175782049131826,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,97,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1111 110th Ave NE
Bellevue, Washington
(47.62048893839949, -122.19368747468303)"
