Title,Parent Organization,Contact Name,Contact Title,Phone Number,Phone Ext.,Website URL,Center Email Address,Country,Postal Code,County,Facebook Page URL,Twitter URL,Blog URL,About Our Center,Organization Type,Languages,Languages (Other),Number of Computers,Windows/Mac OS,Assistive Technology,Assistive Technology (Other),Wi-Fi Available?,Other Technology,Target Audience,Target Audience (Other),Open to Public?,Location
Greenbridge Library,King County Library System,Branch Manager,,206-762-1682,,http://www.kcls.org/greenbridge/,,United States,98106,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,8,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"9720 8th Ave SW
Seattle, Washington
(47.5159157728325, -122.34526820272151)"
Issaquah Library,King County Library System,Branch Manager,,425-392-5430,,http://www.kcls.org/issaquah/,,United States,98027-0040,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,27,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"10 W Sunset Way
Issaquah, Washington
(47.5301898440594, -122.03660128912828)"
Kenmore Library,King County Library System,Branch Manager,,425-486-8747,,http://www.kcls.org/kenmore/,,United States,98028-2703,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,23,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"6531 NE 181 St
Kenmore, Washington
(47.75954211056984, -122.25232327099337)"
Kent Library,King County Library System,Branch Manager,,253-859-3330,,http://www.kcls.org/kent,,United States,98032-4482,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,68,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"212 2nd Ave N
Kent, Washington
(47.38285208537724, -122.23473253210028)"
Kingsgate Library,King County Library System,Branch Manager,,425-821-7686,,http://www.kcls.org/kingsgate/,,United States,98034-1415,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,25,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"12315 NE 143rd St
Kirkland, Washington
(47.730008375127625, -122.17632156629725)"
Kirkland Library,King County Library System,Branch Manager,,425-822-2459,,http://www.kcls.org/kirkland/,,United States,98033-6221,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,39,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"308 Kirkland Ave
Kirkland, Washington
(47.67557205080409, -122.20322310639703)"
Lake Forest Park Library,King County Library System,Branch Manager,,206-362-8860,,http://www.kcls.org/lakeforestpark/,,United States,98155-5534,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,19,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"17171 Bothell Way NE
Lake Forest Park, Washington
(47.752590351283345, -122.27892521662005)"
Lake Hills Library,King County Library System,Branch Manager,,425-747-3360,,http://www.kcls.org/lakehills/,,United States,98007-5997,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,27,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"15590 Lake Hills Blvd
Bellevue, Washington
(47.60336019873305, -122.13103038348659)"
Maple Valley Library,King County Library System,Branch Manager,,425-432-4620,,http://www.kcls.org/maplevalley/,,United States,98083-8582,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,34,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"21844 SE 248th St
Maple Valley, Washington
(47.37964150573265, -122.04904951271072)"
Mercer Island Library,King County Library System,Branch Manager,,206-236-3537,,http://www.kcls.org/mercerisland/,,United States,98040,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,25,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4400 88th Ave SE
Mercer Island, Washington
(47.567239724601045, -122.22152053803634)"
Muckleshoot Library,King County Library System,Branch Manager,,253-931-6779,,http://www.kcls.org/muckleshoot/,,United States,98092,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,16,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"39917 Auburn Enumclaw Rd SE
Auburn, Washington
(47.243934107828736, -122.11293099503175)"
Newport Way Library,King County Library System,Branch Manager,,425-747-2390,,http://www.kcls.org/newportway/,,United States,98006,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,25,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"14250 SE Newport Way
Bellevue, Washington
(47.56998301323398, -122.14846956304979)"
North Bend Library,King County Library System,Branch Manager,,425-888-0554,,http://www.kcls.org/northbend/,,United States,98045-8251,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,32,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"115 E 4th St
North Bend, Washington
(47.49707497631863, -121.78303005644375)"
Redmond Library,King County Library System,Branch Manager,,425-885-1861,,http://www.kcls.org/redmond/,,United States,98052-3531,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,74,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"15990 NE 85th St
Redmond, Washington
(47.678576148271986, -122.12960178687507)"
Renton Highlands Library,King County Library System,Branch Manager,,425-430-6790,,http://www.kcls.org/renton/,,United States,98056-3126,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,46,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2902 NE 12 St
Renton, Washington
(47.50314626347523, -122.1801391883132)"
Renton Public Library,King County Library System,Branch Manager,,425-430-6610,,http://www.kcls.org/rentonhighlands/,,United States,98055-2126,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,18,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"100 Mill Ave S
Renton, Washington
(47.482102611761626, -122.20295774814286)"
Richmond Beach Library,King County Library System,Branch Manager,,206-546-3522,,http://www.kcls.org/richmondbeach/,,United States,98177,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,18,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"19601 21 Ave NW
Shoreline, Washington
(47.7712713287263, -122.38429413579622)"
Sammamish Library,King County Library System,Branch Manager,,425-836-8793,,http://www.kcls.org/sammamish/,,United States,98074-6501,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,38,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"825 228th Ave NE
Redmond, Washington
(47.67855999974438, -122.13098999968861)"
Shoreline Library,King County Library System,Branch Manager,,206-362-7550,,http://www.kcls.org/shoreline/,,United States,98155-3517,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,60,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"345 NE 175th St
Shoreline, Washington
(47.75584073992619, -122.32596377585625)"
Skykomish Library,King County Library System,Branch Manager,,360-677-2660,,http://www.kcls.org/skykomish/,,United States,98288,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,5,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"100 5th St
Skykomish, Washington
(47.708668337775755, -121.36078496067428)"
Skyway Library,King County Library System,Branch Manager,,206-772-5541,,http://www.kcls.org/skyway/,,United States,98178,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,19,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"7614 South 126 St
Seattle, Washington
(47.49069878313088, -122.23767331513608)"
Snoqualmie Library,King County Library System,Branch Manager,,425-888-1223,,http://www.kcls.org/snoqualmie/,,United States,98065,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,18,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Teen",,All Public,"7824 Center Blvd SE
Snoqualmie, Washington
(47.529765332083684, -121.87259353734174)"
Southcenter Library Connection,King County Library System,Branch Manager,,206-242-6044,,http://www.kcls.org/southcenter/,,United States,98188-2816,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,21,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"633 Southcenter Mall
Tukwila, Washington
(47.460637616332, -122.26020233018342)"
Valley View Library,King County Library System,Branch Manager,,206-242-6044,,http://www.kcls.org/valleyview/,,United States,98188-8698,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,27,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"17850 Military Rd S
SeaTac, Washington
(47.44301672913741, -122.27402391156039)"
Vashon Library,King County Library System,Branch Manager,,206-463-2069,,http://www.kcls.org/vashon/,,United States,98070-4600,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,21,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"17210 Vashon Hwy SW
Vashon, Washington
(47.45079586469086, -122.46042638857341)"
White Center Library,King County Library System,Branch Manager,,206-243-0233,,http://www.kcls.org/whitecenter/,,United States,98146-3579,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,26,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"11220 16th Ave Sw
Seattle, Washington
(47.50188634917538, -122.35515175182354)"
Woodinville Library,King County Library System,Branch Manager,,425-788-0733,,http://www.kcls.org/woodinville/,,United States,98072-9181,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,39,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"17105 Avandale Rd NE
Woodinville, Washington
(47.75167413656239, -122.08134552368318)"
Woodmont Library,King County Library System,Branch Manager,,253-839-0121,,http://www.kcls.org/woodmont/,,United States,98198-9255,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,33,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"26809 Pacific Hwy S
Des Moines, Washington
(47.36089064142175, -122.3079013724041)"
Jack Straw Productions,,Joan Rabinowitz,Executive Director,206-634-0919,,http://www.jackstraw.org,jts@jackstraw.org ,United States,98105-6999,King,https://www.facebook.com/jackstrawproductions,,,"Jack Straw Productions (JSP) is the Northwest's only non-profit multidisciplinary audio arts center. A community-based resource since 1962, we provide a production facility that is unlike any other in the region for local artists who work creatively with sound. Jack Straw focuses on annual artist residencies through our Artist Support Program, our Writers Program, and our Gallery Residency Program; art and technology education for all ages; arts heritage partnerships; and radio production. Our full-service recording studio is also available for a range of arts projects.",Human Services/Non-profit (non-residential),English,,4,WindowsMac OS,Blind/LV,,No Wi-Fi,Audio production,"Adults, Youth: Pre-teen, Youth: Teen",,Limited Users,"4261 Roosevelt Way NE
Seattle, Washington
(47.659303677184084, -122.31781190116698)"
